"f_file","q_file","K_detected","n_inds","K_from_name","ok"
"/Users/zacharygagnon/Desktop/BeechCode/data/structure/HEG_ZG_run2/STRUCTURE_main_final_278_HEG_ZG-K4-8_f",NA,NA,NA,4,FALSE
"/Users/zacharygagnon/Desktop/BeechCode/data/structure/HEG_ZG_run2/STRUCTURE_main_final_278_HEG_ZG-K4-9_f",NA,NA,NA,4,FALSE
"/Users/zacharygagnon/Desktop/BeechCode/data/structure/HEG_ZG_run2/STRUCTURE_main_final_278_HEG_ZG-K5-1_f",NA,NA,NA,5,FALSE
"/Users/zacharygagnon/Desktop/BeechCode/data/structure/HEG_ZG_run2/STRUCTURE_main_final_278_HEG_ZG-K5-10_f",NA,NA,NA,5,FALSE
"/Users/zacharygagnon/Desktop/BeechCode/data/structure/HEG_ZG_run2/STRUCTURE_main_final_278_HEG_ZG-K5-11_f",NA,NA,NA,5,FALSE
"/Users/zacharygagnon/Desktop/BeechCode/data/structure/HEG_ZG_run2/STRUCTURE_main_final_278_HEG_ZG-K5-12_f",NA,NA,NA,5,FALSE
"/Users/zacharygagnon/Desktop/BeechCode/data/structure/HEG_ZG_run2/STRUCTURE_main_final_278_HEG_ZG-K5-13_f",NA,NA,NA,5,FALSE
"/Users/zacharygagnon/Desktop/BeechCode/data/structure/HEG_ZG_run2/STRUCTURE_main_final_278_HEG_ZG-K5-14_f",NA,NA,NA,5,FALSE
"/Users/zacharygagnon/Desktop/BeechCode/data/structure/HEG_ZG_run2/STRUCTURE_main_final_278_HEG_ZG-K5-15_f",NA,NA,NA,5,FALSE
"/Users/zacharygagnon/Desktop/BeechCode/data/structure/HEG_ZG_run2/STRUCTURE_main_final_278_HEG_ZG-K5-16_f",NA,NA,NA,5,FALSE
"/Users/zacharygagnon/Desktop/BeechCode/data/structure/HEG_ZG_run2/STRUCTURE_main_final_278_HEG_ZG-K5-17_f",NA,NA,NA,5,FALSE
"/Users/zacharygagnon/Desktop/BeechCode/data/structure/HEG_ZG_run2/STRUCTURE_main_final_278_HEG_ZG-K5-18_f",NA,NA,NA,5,FALSE
"/Users/zacharygagnon/Desktop/BeechCode/data/structure/HEG_ZG_run2/STRUCTURE_main_final_278_HEG_ZG-K5-19_f",NA,NA,NA,5,FALSE
"/Users/zacharygagnon/Desktop/BeechCode/data/structure/HEG_ZG_run2/STRUCTURE_main_final_278_HEG_ZG-K5-2_f",NA,NA,NA,5,FALSE
"/Users/zacharygagnon/Desktop/BeechCode/data/structure/HEG_ZG_run2/STRUCTURE_main_final_278_HEG_ZG-K5-20_f",NA,NA,NA,5,FALSE
"/Users/zacharygagnon/Desktop/BeechCode/data/structure/HEG_ZG_run2/STRUCTURE_main_final_278_HEG_ZG-K5-3_f",NA,NA,NA,5,FALSE
"/Users/zacharygagnon/Desktop/BeechCode/data/structure/HEG_ZG_run2/STRUCTURE_main_final_278_HEG_ZG-K5-4_f",NA,NA,NA,5,FALSE
"/Users/zacharygagnon/Desktop/BeechCode/data/structure/HEG_ZG_run2/STRUCTURE_main_final_278_HEG_ZG-K5-5_f",NA,NA,NA,5,FALSE
"/Users/zacharygagnon/Desktop/BeechCode/data/structure/HEG_ZG_run2/STRUCTURE_main_final_278_HEG_ZG-K5-6_f",NA,NA,NA,5,FALSE
"/Users/zacharygagnon/Desktop/BeechCode/data/structure/HEG_ZG_run2/STRUCTURE_main_final_278_HEG_ZG-K5-7_f",NA,NA,NA,5,FALSE
"/Users/zacharygagnon/Desktop/BeechCode/data/structure/HEG_ZG_run2/STRUCTURE_main_final_278_HEG_ZG-K5-8_f",NA,NA,NA,5,FALSE
"/Users/zacharygagnon/Desktop/BeechCode/data/structure/HEG_ZG_run2/STRUCTURE_main_final_278_HEG_ZG-K5-9_f",NA,NA,NA,5,FALSE
"/Users/zacharygagnon/Desktop/BeechCode/data/structure/HEG_ZG_run2/STRUCTURE_main_final_278_HEG_ZG-K6-1_f",NA,NA,NA,6,FALSE
"/Users/zacharygagnon/Desktop/BeechCode/data/structure/HEG_ZG_run2/STRUCTURE_main_final_278_HEG_ZG-K6-10_f",NA,NA,NA,6,FALSE
"/Users/zacharygagnon/Desktop/BeechCode/data/structure/HEG_ZG_run2/STRUCTURE_main_final_278_HEG_ZG-K6-11_f",NA,NA,NA,6,FALSE
